Location,Date,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Region,longitude,latitude
Meghalaya,31-03-2020,Monthly,2.8,289735,55.64,Urban,Northeast,25.467,91.3662
Meghalaya,30-04-2020,Monthly,17.39,161939,36.51,Urban,Northeast,25.467,91.3662
Meghalaya,31-05-2020,Monthly,14.58,222916,48.48,Urban,Northeast,25.467,91.3662
Meghalaya,31-01-2020,Monthly,1.66,1491093,65.49,Urban,Northeast,25.467,91.3662
Meghalaya,29-02-2020,Monthly,3.59,1346829,60.2,Urban,Northeast,25.467,91.3662
Meghalaya,31-03-2020,Monthly,1.58,1482351,64.74,Urban,Northeast,25.467,91.3662
Meghalaya,30-04-2020,Monthly,10.03,965057,45.99,Urban,Northeast,25.467,91.3662
Meghalaya,31-05-2020,Monthly,5.92,1215064,55.24,Urban,Northeast,25.467,91.3662
Meghalaya,30-06-2020,Monthly,1.15,1350794,58.31,Urban,Northeast,25.467,91.3662
Meghalaya,31-07-2020,Monthly,2.1,1448106,62.96,Urban,Northeast,25.467,91.3662
Meghalaya,31-08-2020,Monthly,3.74,1357643,59.88,Urban,Northeast,25.467,91.3662
Meghalaya,30-09-2020,Monthly,4.29,1459726,64.6,Urban,Northeast,25.467,91.3662
Meghalaya,31-10-2020,Monthly,4.6,1381490,61.18,Urban,Northeast,25.467,91.3662
Odisha,31-05-2019,Monthly,4.17,11155753,40.47,Rural,East,20.9517,85.0985
Odisha,30-06-2019,Monthly,4.71,10965154,39.94,Rural,East,20.9517,85.0985
Odisha,31-07-2019,Monthly,3.31,12009883,43.05,Rural,East,20.9517,85.0985
Odisha,31-08-2019,Monthly,3.68,11727659,42.13,Rural,East,20.9517,85.0985
Odisha,30-09-2019,Monthly,4.31,11167715,40.32,Rural,East,20.9517,85.0985
Odisha,31-10-2019,Monthly,4.28,11621534,41.88,Rural,East,20.9517,85.0985
Odisha,30-11-2019,Monthly,4.72,12192623,44.06,Rural,East,20.9517,85.0985
Odisha,31-12-2019,Monthly,4.67,11345069,40.91,Rural,East,20.9517,85.0985
Odisha,31-01-2020,Monthly,1.81,11182128,39.09,Rural,East,20.9517,85.0985
Odisha,29-02-2020,Monthly,3.31,11842655,41.98,Rural,East,20.9517,85.0985
Odisha,31-03-2020,Monthly,15.09,9814156,39.55,Rural,East,20.9517,85.0985
Odisha,30-04-2020,Monthly,24.48,5562449,25.16,Rural,East,20.9517,85.0985
Odisha,31-05-2020,Monthly,9.45,9683719,36.48,Rural,East,20.9517,85.0985
Odisha,30-06-2020,Monthly,4.59,10187145,36.36,Rural,East,20.9517,85.0985
Odisha,31-05-2019,Monthly,2.95,2519582,41.26,Urban,East,20.9517,85.0985
Odisha,30-06-2019,Monthly,2.63,2356290,38.39,Urban,East,20.9517,85.0985
Odisha,31-07-2019,Monthly,1.78,2542237,40.99,Urban,East,20.9517,85.0985
Odisha,31-08-2019,Monthly,3.5,2456983,40.25,Urban,East,20.9517,85.0985
Odisha,30-09-2019,Monthly,3.78,2570663,42.15,Urban,East,20.9517,85.0985
Odisha,31-10-2019,Monthly,4.5,2456855,40.51,Urban,East,20.9517,85.0985
Odisha,30-11-2019,Monthly,2.23,2594469,41.71,Urban,East,20.9517,85.0985
Odisha,31-12-2019,Monthly,3.36,2369048,38.46,Urban,East,20.9517,85.0985
Odisha,31-01-2020,Monthly,2.28,2561320,41.05,Urban,East,20.9517,85.0985
Odisha,29-02-2020,Monthly,2.19,2438080,38.97,Urban,East,20.9517,85.0985
Odisha,31-03-2020,Monthly,3.96,2457952,39.93,Urban,East,20.9517,85.0985
Odisha,30-04-2020,Monthly,20.5,1303244,25.53,Urban,East,20.9517,85.0985
Odisha,31-05-2020,Monthly,10,1975481,34.12,Urban,East,20.9517,85.0985
Odisha,30-06-2020,Monthly,2.18,2221069,35.24,Urban,East,20.9517,85.0985
Odisha,31-01-2020,Monthly,1.9,13743448,39.44,Urban,East,20.9517,85.0985
Odisha,29-02-2020,Monthly,3.12,14280735,41.44,Urban,East,20.9517,85.0985
Odisha,31-03-2020,Monthly,13.08,12272109,39.62,Urban,East,20.9517,85.0985
Odisha,30-04-2020,Monthly,23.76,6865693,25.23,Urban,East,20.9517,85.0985
Odisha,31-05-2020,Monthly,11.41,11730937,37.04,Urban,East,20.9517,85.0985
Odisha,30-06-2020,Monthly,3.77,12903993,37.45,Urban,East,20.9517,85.0985
Odisha,31-07-2020,Monthly,1.88,13614400,38.69,Urban,East,20.9517,85.0985
Odisha,31-08-2020,Monthly,1.42,14154039,39.96,Urban,East,20.9517,85.0985
Odisha,30-09-2020,Monthly,2.1,13608422,38.63,Urban,East,20.9517,85.0985
Odisha,31-10-2020,Monthly,2.18,14094553,39.98,Urban,East,20.9517,85.0985
Puducherry,31-05-2019,Monthly,0,172474,43.08,Rural,South,11.9416,79.8083
Puducherry,30-06-2019,Monthly,0,184527,45.95,Rural,South,11.9416,79.8083
Puducherry,31-07-2019,Monthly,0,139227,34.56,Rural,South,11.9416,79.8083
Puducherry,31-08-2019,Monthly,4.85,183930,47.83,Rural,South,11.9416,79.8083
Puducherry,30-09-2019,Monthly,0,175718,43.34,Rural,South,11.9416,79.8083
Puducherry,31-10-2019,Monthly,1.18,180283,44.85,Rural,South,11.9416,79.8083
Puducherry,30-11-2019,Monthly,0,142787,35,Rural,South,11.9416,79.8083
Puducherry,31-12-2019,Monthly,1.99,180808,45.07,Rural,South,11.9416,79.8083
Puducherry,31-01-2020,Monthly,0.58,176252,43.18,Rural,South,11.9416,79.8083
Puducherry,29-02-2020,Monthly,1.74,183619,45.38,Rural,South,11.9416,79.8083
Puducherry,31-03-2020,Monthly,2.31,142176,35.23,Rural,South,11.9416,79.8083
Puducherry,30-04-2020,Monthly,74.51,49420,46.79,Rural,South,11.9416,79.8083
Puducherry,31-05-2019,Monthly,1.25,283905,35.71,Urban,South,11.9416,79.8083
Puducherry,30-06-2019,Monthly,0,304369,37.73,Urban,South,11.9416,79.8083
Puducherry,31-07-2019,Monthly,0,281117,34.77,Urban,South,11.9416,79.8083
Puducherry,31-08-2019,Monthly,8.95,312882,42.41,Urban,South,11.9416,79.8083
Puducherry,30-09-2019,Monthly,1.22,286573,35.73,Urban,South,11.9416,79.8083
Puducherry,31-10-2019,Monthly,1.17,312548,38.86,Urban,South,11.9416,79.8083
Puducherry,30-11-2019,Monthly,1.37,275003,34.19,Urban,South,11.9416,79.8083
Puducherry,31-12-2019,Monthly,5.21,313135,40.42,Urban,South,11.9416,79.8083
Puducherry,31-01-2020,Monthly,0.57,281698,34.59,Urban,South,11.9416,79.8083
Puducherry,29-02-2020,Monthly,1.78,310342,38.5,Urban,South,11.9416,79.8083
Puducherry,31-03-2020,Monthly,0.62,278851,34.12,Urban,South,11.9416,79.8083
Puducherry,30-04-2020,Monthly,76.74,68122,35.54,Urban,South,11.9416,79.8083
Puducherry,31-05-2020,Monthly,75,64538,31.25,Urban,South,11.9416,79.8083
Puducherry,30-06-2020,Monthly,4.55,234926,29.73,Urban,South,11.9416,79.8083
Puducherry,31-01-2020,Monthly,0.58,457950,37.46,Urban,South,11.9416,79.8083
Puducherry,29-02-2020,Monthly,1.76,493961,40.8,Urban,South,11.9416,79.8083
Puducherry,31-03-2020,Monthly,1.2,421028,34.49,Urban,South,11.9416,79.8083
Puducherry,30-04-2020,Monthly,75.85,117542,39.3,Urban,South,11.9416,79.8083
Puducherry,31-05-2020,Monthly,58.19,172308,33.19,Urban,South,11.9416,79.8083
Puducherry,30-06-2020,Monthly,4.24,367135,30.8,Urban,South,11.9416,79.8083
Puducherry,31-07-2020,Monthly,15.47,386563,36.64,Urban,South,11.9416,79.8083
Puducherry,31-08-2020,Monthly,5.05,396006,33.34,Urban,South,11.9416,79.8083
Puducherry,30-09-2020,Monthly,10.9,411717,36.84,Urban,South,11.9416,79.8083
Puducherry,31-10-2020,Monthly,6.18,428419,36.32,Urban,South,11.9416,79.8083
Punjab,31-05-2019,Monthly,9.17,6088547,44.79,Rural,North,31.1471,75.3412
Punjab,30-06-2019,Monthly,12.21,6025235,45.79,Rural,North,31.1471,75.3412
Punjab,31-07-2019,Monthly,9.64,6308129,46.5,Rural,North,31.1471,75.3412
Punjab,31-08-2019,Monthly,6.69,6183427,44.08,Rural,North,31.1471,75.3412
Punjab,30-09-2019,Monthly,8.59,6260971,45.49,Rural,North,31.1471,75.3412
Punjab,31-10-2019,Monthly,12.56,6021921,45.66,Rural,North,31.1471,75.3412
Punjab,30-11-2019,Monthly,7.07,6395022,45.55,Rural,North,31.1471,75.3412
Punjab,31-12-2019,Monthly,6.13,6164215,43.4,Rural,North,31.1471,75.3412
Punjab,31-01-2020,Monthly,9.69,6189471,45.22,Rural,North,31.1471,75.3412
Punjab,29-02-2020,Monthly,10.41,6009820,44.19,Rural,North,31.1471,75.3412
Punjab,31-03-2020,Monthly,10.51,6373692,46.85,Rural,North,31.1471,75.3412
Punjab,30-04-2020,Monthly,3.69,4721590,32.2,Rural,North,31.1471,75.3412
Punjab,31-05-2020,Monthly,40.59,3727366,41.14,Rural,North,31.1471,75.3412
Punjab,30-06-2020,Monthly,20,5364047,43.9,Rural,North,31.1471,75.3412
Punjab,31-05-2019,Monthly,13.49,3289918,40.03,Urban,North,31.1471,75.3412
Punjab,30-06-2019,Monthly,13.17,3307798,40.02,Urban,North,31.1471,75.3412
Punjab,31-07-2019,Monthly,11.61,3592442,42.62,Urban,North,31.1471,75.3412
Punjab,31-08-2019,Monthly,11.99,3499863,41.61,Urban,North,31.1471,75.3412
Punjab,30-09-2019,Monthly,15.69,3227178,39.97,Urban,North,31.1471,75.3412
Punjab,31-10-2019,Monthly,13.75,3070438,37.1,Urban,North,31.1471,75.3412
Punjab,30-11-2019,Monthly,10.39,3602243,41.82,Urban,North,31.1471,75.3412
Punjab,31-12-2019,Monthly,11.97,3575778,42.17,Urban,North,31.1471,75.3412
Punjab,31-01-2020,Monthly,13.68,3252622,39.04,Urban,North,31.1471,75.3412
Punjab,29-02-2020,Monthly,11.99,3219227,37.82,Urban,North,31.1471,75.3412
Punjab,31-03-2020,Monthly,9.97,3601793,41.29,Urban,North,31.1471,75.3412
Punjab,30-04-2020,Monthly,1.13,2298975,23.95,Urban,North,31.1471,75.3412
Punjab,31-05-2020,Monthly,20.54,2682658,34.71,Urban,North,31.1471,75.3412
Punjab,30-06-2020,Monthly,10.55,3047750,34.96,Urban,North,31.1471,75.3412
Punjab,31-01-2020,Monthly,11.11,9442093,42.82,Urban,North,31.1471,75.3412
Punjab,29-02-2020,Monthly,10.97,9229047,41.72,Urban,North,31.1471,75.3412
Punjab,31-03-2020,Monthly,10.32,9975485,44.69,Urban,North,31.1471,75.3412
Punjab,30-04-2020,Monthly,2.86,7020565,28.99,Urban,North,31.1471,75.3412
Punjab,31-05-2020,Monthly,28.33,6872938,38.39,Urban,North,31.1471,75.3412
Punjab,30-06-2020,Monthly,16.55,8390766,40.18,Urban,North,31.1471,75.3412
Punjab,31-07-2020,Monthly,9.19,9732417,42.76,Urban,North,31.1471,75.3412
Punjab,31-08-2020,Monthly,10.99,9386169,41.99,Urban,North,31.1471,75.3412
Punjab,30-09-2020,Monthly,9.61,8980432,39.5,Urban,North,31.1471,75.3412
Punjab,31-10-2020,Monthly,9.88,8800430,38.75,Urban,North,31.1471,75.3412
Rajasthan,31-05-2019,Monthly,4.03,15226005,38.52,Rural,North,27.0238,74.2179
Rajasthan,30-06-2019,Monthly,13.7,14610564,41.02,Rural,North,27.0238,74.2179
Rajasthan,31-07-2019,Monthly,9.7,14859873,39.78,Rural,North,27.0238,74.2179
Rajasthan,31-08-2019,Monthly,12.5,15052051,41.48,Rural,North,27.0238,74.2179
Rajasthan,30-09-2019,Monthly,5.45,15419779,39.24,Rural,North,27.0238,74.2179
Rajasthan,31-10-2019,Monthly,14.66,15178544,42.69,Rural,North,27.0238,74.2179
Rajasthan,30-11-2019,Monthly,10.47,15278556,40.87,Rural,North,27.0238,74.2179
Rajasthan,31-12-2019,Monthly,13.96,15485307,43,Rural,North,27.0238,74.2179
Rajasthan,31-01-2020,Monthly,8,15484353,40.12,Rural,North,27.0238,74.2179
Rajasthan,29-02-2020,Monthly,14.48,15040572,41.83,Rural,North,27.0238,74.2179
Rajasthan,31-03-2020,Monthly,9.47,15059769,39.47,Rural,North,27.0238,74.2179
Rajasthan,30-04-2020,Monthly,12.25,13051219,35.21,Rural,North,27.0238,74.2179
Rajasthan,31-05-2020,Monthly,10.45,15586833,41.11,Rural,North,27.0238,74.2179
Rajasthan,30-06-2020,Monthly,13.86,16076978,43.98,Rural,North,27.0238,74.2179
Rajasthan,31-05-2019,Monthly,13.62,5108436,39.44,Urban,North,27.0238,74.2179
Rajasthan,30-06-2019,Monthly,14.36,5241174,40.73,Urban,North,27.0238,74.2179
Rajasthan,31-07-2019,Monthly,11.67,5372470,40.38,Urban,North,27.0238,74.2179
Rajasthan,31-08-2019,Monthly,14.71,5195170,40.34,Urban,North,27.0238,74.2179
Rajasthan,30-09-2019,Monthly,12.63,5176819,39.15,Urban,North,27.0238,74.2179
Rajasthan,31-10-2019,Monthly,13.02,5384335,40.8,Urban,North,27.0238,74.2179
Rajasthan,30-11-2019,Monthly,14.3,5306715,40.73,Urban,North,27.0238,74.2179
Rajasthan,31-12-2019,Monthly,18.04,5109481,40.9,Urban,North,27.0238,74.2179
Rajasthan,31-01-2020,Monthly,18.82,5157363,41.59,Urban,North,27.0238,74.2179
Rajasthan,29-02-2020,Monthly,17.02,5288343,41.62,Urban,North,27.0238,74.2179
Rajasthan,31-03-2020,Monthly,18.54,4964911,39.71,Urban,North,27.0238,74.2179
Rajasthan,30-04-2020,Monthly,35.53,2932923,29.57,Urban,North,27.0238,74.2179
Rajasthan,31-05-2020,Monthly,25.35,4225486,36.71,Urban,North,27.0238,74.2179
Rajasthan,30-06-2020,Monthly,13.04,5275784,39.26,Urban,North,27.0238,74.2179
Rajasthan,31-01-2020,Monthly,10.97,20641716,40.51,Urban,North,27.0238,74.2179
Rajasthan,29-02-2020,Monthly,15.16,20328915,41.77,Urban,North,27.0238,74.2179
Rajasthan,31-03-2020,Monthly,11.9,20024680,39.54,Urban,North,27.0238,74.2179
Rajasthan,30-04-2020,Monthly,17.7,15984142,33.71,Urban,North,27.0238,74.2179
Rajasthan,31-05-2020,Monthly,15.74,19826602,40.74,Urban,North,27.0238,74.2179
Rajasthan,30-06-2020,Monthly,14.39,20506612,41.38,Urban,North,27.0238,74.2179
Rajasthan,31-07-2020,Monthly,15.81,19932393,40.8,Urban,North,27.0238,74.2179
Rajasthan,31-08-2020,Monthly,17.51,20014060,41.71,Urban,North,27.0238,74.2179
Rajasthan,30-09-2020,Monthly,15.35,20149594,40.83,Urban,North,27.0238,74.2179
Rajasthan,31-10-2020,Monthly,24.15,19908808,44.92,Urban,North,27.0238,74.2179
Sikkim,31-10-2019,Monthly,5.48,146688,44.06,Rural,Northeast,27.533,88.5122
Sikkim,30-11-2019,Monthly,13.11,162426,53.04,Rural,Northeast,27.533,88.5122
Sikkim,31-12-2019,Monthly,1,161647,46.3,Rural,Northeast,27.533,88.5122
Sikkim,30-04-2020,Monthly,0,133399,37.72,Rural,Northeast,27.533,88.5122
Sikkim,30-06-2020,Monthly,5.81,141313,42.36,Rural,Northeast,27.533,88.5122
Sikkim,31-05-2019,Monthly,8.2,89587,48.61,Urban,Northeast,27.533,88.5122
Sikkim,30-06-2019,Monthly,7.76,89702,48.13,Urban,Northeast,27.533,88.5122
Sikkim,31-07-2019,Monthly,2.56,108334,54.67,Urban,Northeast,27.533,88.5122
Sikkim,31-08-2019,Monthly,4.82,90850,46.63,Urban,Northeast,27.533,88.5122
Sikkim,30-09-2019,Monthly,4.81,89450,45.61,Urban,Northeast,27.533,88.5122
Sikkim,31-10-2019,Monthly,9.68,87974,46.97,Urban,Northeast,27.533,88.5122
Sikkim,30-11-2019,Monthly,4.04,107751,53.8,Urban,Northeast,27.533,88.5122
Sikkim,31-12-2019,Monthly,7.37,88035,45.24,Urban,Northeast,27.533,88.5122
Sikkim,31-03-2020,Monthly,20.45,86186,50.57,Urban,Northeast,27.533,88.5122
Sikkim,30-04-2020,Monthly,5.77,81905,40.31,Urban,Northeast,27.533,88.5122
Sikkim,31-05-2020,Monthly,19.75,75456,43.32,Urban,Northeast,27.533,88.5122
Sikkim,30-06-2020,Monthly,2.63,76269,35.85,Urban,Northeast,27.533,88.5122
Sikkim,31-03-2020,Monthly,23.57,262895,60.59,Urban,Northeast,27.533,88.5122
Sikkim,30-04-2020,Monthly,2.28,215303,38.7,Urban,Northeast,27.533,88.5122
Sikkim,31-05-2020,Monthly,24.51,193427,44.88,Urban,Northeast,27.533,88.5122
Sikkim,30-06-2020,Monthly,4.46,221058,40.4,Urban,Northeast,27.533,88.5122
Sikkim,31-07-2020,Monthly,4.45,265175,48.32,Urban,Northeast,27.533,88.5122
Sikkim,31-08-2020,Monthly,12.49,244462,48.49,Urban,Northeast,27.533,88.5122
Sikkim,30-09-2020,Monthly,5.7,231798,42.54,Urban,Northeast,27.533,88.5122
Sikkim,31-10-2020,Monthly,0.88,242068,42.13,Urban,Northeast,27.533,88.5122
Tamil Nadu,31-05-2019,Monthly,0.97,15844698,49.44,Rural,South,11.1271,78.6569
Tamil Nadu,30-06-2019,Monthly,0.92,16375303,50.99,Rural,South,11.1271,78.6569
Tamil Nadu,31-07-2019,Monthly,6.01,16455928,53.94,Rural,South,11.1271,78.6569
Tamil Nadu,31-08-2019,Monthly,2.91,16463931,52.17,Rural,South,11.1271,78.6569
Tamil Nadu,30-09-2019,Monthly,1.71,14595441,45.62,Rural,South,11.1271,78.6569
Tamil Nadu,31-10-2019,Monthly,1.46,15595647,48.55,Rural,South,11.1271,78.6569
Tamil Nadu,30-11-2019,Monthly,2.46,16223430,50.95,Rural,South,11.1271,78.6569
Tamil Nadu,31-12-2019,Monthly,3.73,15356938,48.8,Rural,South,11.1271,78.6569
Tamil Nadu,31-01-2020,Monthly,1.18,14954646,46.23,Rural,South,11.1271,78.6569
Tamil Nadu,29-02-2020,Monthly,1.17,15828488,48.86,Rural,South,11.1271,78.6569
Tamil Nadu,31-03-2020,Monthly,6.36,15848590,51.56,Rural,South,11.1271,78.6569
Tamil Nadu,30-04-2020,Monthly,53.19,5086200,33.05,Rural,South,11.1271,78.6569
Tamil Nadu,31-05-2020,Monthly,38.73,5768342,28.6,Rural,South,11.1271,78.6569
Tamil Nadu,30-06-2020,Monthly,2.06,10169115,31.49,Rural,South,11.1271,78.6569
Tamil Nadu,31-05-2019,Monthly,0.89,11798080,37.31,Urban,South,11.1271,78.6569
Tamil Nadu,30-06-2019,Monthly,1.56,12318745,39.16,Urban,South,11.1271,78.6569
Tamil Nadu,31-07-2019,Monthly,3.18,12054414,38.89,Urban,South,11.1271,78.6569
Tamil Nadu,31-08-2019,Monthly,9.53,11933093,41.13,Urban,South,11.1271,78.6569
Tamil Nadu,30-09-2019,Monthly,1.86,11902824,37.76,Urban,South,11.1271,78.6569
Tamil Nadu,31-10-2019,Monthly,1.13,12223948,38.42,Urban,South,11.1271,78.6569
Tamil Nadu,30-11-2019,Monthly,2.65,11729952,37.38,Urban,South,11.1271,78.6569
Tamil Nadu,31-12-2019,Monthly,8.05,12260389,41.29,Urban,South,11.1271,78.6569
Tamil Nadu,31-01-2020,Monthly,2.05,11926995,37.64,Urban,South,11.1271,78.6569
Tamil Nadu,29-02-2020,Monthly,3.31,11742101,37.48,Urban,South,11.1271,78.6569
Tamil Nadu,31-03-2020,Monthly,6.46,10982178,36.17,Urban,South,11.1271,78.6569
Tamil Nadu,30-04-2020,Monthly,45.55,4632967,26.17,Urban,South,11.1271,78.6569
Tamil Nadu,31-05-2020,Monthly,25.95,5733921,23.77,Urban,South,11.1271,78.6569
Tamil Nadu,30-06-2020,Monthly,24.93,7741005,31.6,Urban,South,11.1271,78.6569
Tamil Nadu,31-01-2020,Monthly,1.57,26881641,41.96,Urban,South,11.1271,78.6569
Tamil Nadu,29-02-2020,Monthly,2.09,27570589,43.2,Urban,South,11.1271,78.6569
Tamil Nadu,31-03-2020,Monthly,6.4,26830768,43.91,Urban,South,11.1271,78.6569
Tamil Nadu,30-04-2020,Monthly,49.83,9719167,29.63,Urban,South,11.1271,78.6569
Tamil Nadu,31-05-2020,Monthly,33.16,11483256,26.23,Urban,South,11.1271,78.6569
Tamil Nadu,30-06-2020,Monthly,12.2,19096847,33.16,Urban,South,11.1271,78.6569
Tamil Nadu,31-07-2020,Monthly,6.81,24572827,40.13,Urban,South,11.1271,78.6569
Tamil Nadu,31-08-2020,Monthly,2.65,27046415,42.22,Urban,South,11.1271,78.6569
Tamil Nadu,30-09-2020,Monthly,5,23025845,36.77,Urban,South,11.1271,78.6569
Tamil Nadu,31-10-2020,Monthly,2.16,23651626,36.62,Urban,South,11.1271,78.6569
Telangana,31-05-2019,Monthly,2.23,11053353,61.74,Rural,South,18.1124,79.0193
Telangana,30-06-2019,Monthly,5.92,10728822,62.19,Rural,South,18.1124,79.0193
Telangana,31-07-2019,Monthly,2.45,11538688,64.4,Rural,South,18.1124,79.0193
Telangana,31-08-2019,Monthly,1.4,10743959,59.23,Rural,South,18.1124,79.0193
Telangana,30-09-2019,Monthly,5.49,12636415,72.57,Rural,South,18.1124,79.0193
Telangana,31-10-2019,Monthly,7.29,11375354,66.49,Rural,South,18.1124,79.0193
Telangana,30-11-2019,Monthly,6.47,11265828,65.17,Rural,South,18.1124,79.0193
Telangana,31-12-2019,Monthly,1.35,11068056,60.61,Rural,South,18.1124,79.0193
Telangana,31-01-2020,Monthly,5.02,12065915,68.51,Rural,South,18.1124,79.0193
Telangana,29-02-2020,Monthly,9.02,11304474,66.92,Rural,South,18.1124,79.0193
Telangana,31-03-2020,Monthly,5.63,12028377,68.53,Rural,South,18.1124,79.0193
Telangana,30-04-2020,Monthly,4.51,8793799,49.44,Rural,South,18.1124,79.0193
Telangana,31-05-2020,Monthly,34.01,7508747,61,Rural,South,18.1124,79.0193
Telangana,30-06-2020,Monthly,19.3,8891181,58.97,Rural,South,18.1124,79.0193
Telangana,31-05-2019,Monthly,1.52,5560649,44.59,Urban,South,18.1124,79.0193
Telangana,30-06-2019,Monthly,1.43,5683349,45.43,Urban,South,18.1124,79.0193
Telangana,31-07-2019,Monthly,3.73,5432503,44.36,Urban,South,18.1124,79.0193
Telangana,31-08-2019,Monthly,4.19,5544693,45.39,Urban,South,18.1124,79.0193
Telangana,30-09-2019,Monthly,6.19,5668785,47.28,Urban,South,18.1124,79.0193
Telangana,31-10-2019,Monthly,6.74,5318341,44.51,Urban,South,18.1124,79.0193
Telangana,30-11-2019,Monthly,5.23,5338119,43.87,Urban,South,18.1124,79.0193
Telangana,31-12-2019,Monthly,4.22,5317782,43.13,Urban,South,18.1124,79.0193
Telangana,31-01-2020,Monthly,6.49,5543380,45.95,Urban,South,18.1124,79.0193
Telangana,29-02-2020,Monthly,6.74,5521496,45.78,Urban,South,18.1124,79.0193
Telangana,31-03-2020,Monthly,6.1,5313236,43.65,Urban,South,18.1124,79.0193
Telangana,30-04-2020,Monthly,10.5,3378431,29.05,Urban,South,18.1124,79.0193
Telangana,31-05-2020,Monthly,36.57,3108830,37.63,Urban,South,18.1124,79.0193
Telangana,30-06-2020,Monthly,6.92,4577995,37.68,Urban,South,18.1124,79.0193
Telangana,31-01-2020,Monthly,5.49,17609295,59.25,Urban,South,18.1124,79.0193
Telangana,29-02-2020,Monthly,8.29,16825970,58.24,Urban,South,18.1124,79.0193
Telangana,31-03-2020,Monthly,5.77,17341613,58.31,Urban,South,18.1124,79.0193
Telangana,30-04-2020,Monthly,6.25,12172230,41.06,Urban,South,18.1124,79.0193
Telangana,31-05-2020,Monthly,14.7,14977774,55.43,Urban,South,18.1124,79.0193
Telangana,30-06-2020,Monthly,10.55,15108910,53.22,Urban,South,18.1124,79.0193
Telangana,31-07-2020,Monthly,5.36,15679417,52.1,Urban,South,18.1124,79.0193
Telangana,31-08-2020,Monthly,5.79,18185429,60.59,Urban,South,18.1124,79.0193
Telangana,30-09-2020,Monthly,3.27,16961448,54.94,Urban,South,18.1124,79.0193
Telangana,31-10-2020,Monthly,2.86,17578739,56.58,Urban,South,18.1124,79.0193
Tripura,31-05-2019,Monthly,29.25,1019549,64.47,Rural,Northeast,23.9408,91.9882
Tripura,30-06-2019,Monthly,26.64,1107013,67.4,Rural,Northeast,23.9408,91.9882
Tripura,31-07-2019,Monthly,22.47,1052597,60.54,Rural,Northeast,23.9408,91.9882
Tripura,31-08-2019,Monthly,25.49,975501,58.29,Rural,Northeast,23.9408,91.9882
Tripura,30-09-2019,Monthly,30.23,1034408,65.9,Rural,Northeast,23.9408,91.9882
Tripura,31-10-2019,Monthly,27.54,1113764,68.21,Rural,Northeast,23.9408,91.9882
Tripura,30-11-2019,Monthly,25.25,1084633,64.29,Rural,Northeast,23.9408,91.9882
Tripura,31-12-2019,Monthly,26.53,1046878,63.02,Rural,Northeast,23.9408,91.9882
Tripura,31-01-2020,Monthly,31.91,1057975,68.61,Rural,Northeast,23.9408,91.9882
Tripura,29-02-2020,Monthly,26.22,1169347,69.88,Rural,Northeast,23.9408,91.9882
Tripura,31-03-2020,Monthly,31.61,1060946,68.28,Rural,Northeast,23.9408,91.9882
Tripura,30-04-2020,Monthly,43.64,675083,52.63,Rural,Northeast,23.9408,91.9882
Tripura,31-05-2020,Monthly,14.71,911789,46.9,Rural,Northeast,23.9408,91.9882
Tripura,30-06-2020,Monthly,18.84,1106978,59.74,Rural,Northeast,23.9408,91.9882
Tripura,31-05-2019,Monthly,34.69,423127,69.5,Urban,Northeast,23.9408,91.9882
Tripura,30-06-2019,Monthly,25.59,408738,58.8,Urban,Northeast,23.9408,91.9882
Tripura,31-07-2019,Monthly,25.81,410583,59.1,Urban,Northeast,23.9408,91.9882
Tripura,31-08-2019,Monthly,33.45,368977,59.07,Urban,Northeast,23.9408,91.9882
Tripura,30-09-2019,Monthly,33.57,418043,66.9,Urban,Northeast,23.9408,91.9882
Tripura,31-10-2019,Monthly,26.67,414808,60,Urban,Northeast,23.9408,91.9882
Tripura,30-11-2019,Monthly,27.15,427700,62.14,Urban,Northeast,23.9408,91.9882
Tripura,31-12-2019,Monthly,33.48,399427,63.41,Urban,Northeast,23.9408,91.9882
Tripura,31-01-2020,Monthly,34.37,450155,72.26,Urban,Northeast,23.9408,91.9882
Tripura,29-02-2020,Monthly,33.88,415339,66.04,Urban,Northeast,23.9408,91.9882
Tripura,31-03-2020,Monthly,25.69,450271,63.56,Urban,Northeast,23.9408,91.9882
Tripura,30-04-2020,Monthly,34.88,296431,47.65,Urban,Northeast,23.9408,91.9882
Tripura,31-05-2020,Monthly,16.78,384999,48.31,Urban,Northeast,23.9408,91.9882
Tripura,30-06-2020,Monthly,27.47,391015,56.17,Urban,Northeast,23.9408,91.9882
Tripura,31-01-2020,Monthly,32.67,1508130,69.69,Urban,Northeast,23.9408,91.9882
Tripura,29-02-2020,Monthly,28.4,1584686,68.74,Urban,Northeast,23.9408,91.9882
Tripura,31-03-2020,Monthly,29.95,1511217,66.89,Urban,Northeast,23.9408,91.9882
Tripura,30-04-2020,Monthly,41.23,971514,51.16,Urban,Northeast,23.9408,91.9882
Tripura,31-05-2020,Monthly,21.51,1290986,50.81,Urban,Northeast,23.9408,91.9882
Tripura,30-06-2020,Monthly,21.71,1494140,58.85,Urban,Northeast,23.9408,91.9882
Tripura,31-07-2020,Monthly,18.24,1348849,50.78,Urban,Northeast,23.9408,91.9882
Tripura,31-08-2020,Monthly,27.92,1318621,56.21,Urban,Northeast,23.9408,91.9882
Tripura,30-09-2020,Monthly,17.35,1368244,50.77,Urban,Northeast,23.9408,91.9882
